"Date","Time","State","State No","Scale","Injuries","Fatalities","Start Lat","Start Lon","Length","Width"
"1971-09-16","07:20:00","LA","11","1","6","0","30.1","-91.68","6.3","50.0"
"1971-09-16","08:07:00","LA","12","3","3","0","30.45","-91.03","7.3","83.0"
"1971-09-16","08:15:00","LA","13","1","0","0","30.13","-91.33","0.2","33.0"
"1971-09-16","09:00:00","LA","14","2","0","0","29.77","-91.5","0.5","50.0"
"1971-09-16","11:02:00","LA","15","0","0","0","29.25","-89.33","0.2","33.0"
"1971-09-16","12:00:00","LA","16","2","0","0","30.47","-90.33","4.1","150.0"
"1971-09-16","12:30:00","LA","17","1","0","0","30.67","-90.4","1.0","33.0"
"1971-09-19","15:00:00","LA","18","2","0","0","30.68","-90.5","0.2","50.0"
"1971-12-06","10:15:00","LA","19","1","0","0","29.78","-90.83","4.3","27.0"
"1971-12-06","13:30:00","LA","20","1","0","0","30.03","-90.0","0.5","50.0"
"1972-02-29","22:15:00","LA","1","3","3","0","30.53","-91.38","1.0","200.0"
"1972-03-15","16:15:00","LA","2","1","0","0","30.23","-92.6","0.2","50.0"
"1972-03-16","02:20:00","LA","3","2","2","0","30.03","-90.23","0.5","67.0"
"1972-03-20","21:55:00","LA","4","2","0","0","29.82","-93.07","0.3","50.0"
"1972-03-24","21:45:00","LA","5","0","0","0","30.5","-92.65","0.1","27.0"
"1972-04-15","17:30:00","LA","6","1","0","0","32.43","-93.35","1.0","40.0"
"1972-04-15","17:48:00","LA","7","2","0","0","32.7","-92.5","41.9","50.0"
"1972-04-22","01:30:00","LA","8","1","0","0","30.9","-90.33","22.2","50.0"
"1972-05-07","15:30:00","LA","9","2","0","0","30.8","-90.37","1.0","100.0"
"1972-05-12","10:45:00","LA","10","2","0","0","30.13","-91.35","1.0","100.0"
"1972-05-12","11:15:00","LA","11","2","0","0","30.75","-90.42","2.0","100.0"
"1972-07-11","15:45:00","LA","12","1","0","0","30.22","-93.12","0.2","33.0"
"1972-11-13","01:20:00","LA","13","1","0","0","32.87","-93.73","5.7","200.0"
"1972-11-13","06:15:00","LA","14","1","0","0","31.5","-92.15","0.2","50.0"
"1972-11-13","07:20:00","LA","15","2","0","0","31.95","-91.67","4.3","100.0"
"1972-11-18","18:40:00","LA","16","1","0","0","29.27","-89.95","2.0","100.0"
"1972-11-18","18:45:00","LA","17","1","0","0","29.4","-90.28","0.2","50.0"
"1973-01-18","14:15:00","LA","1","3","2","1","32.13","-92.3","38.0","73.0"
"1973-01-18","17:00:00","LA","2","2","4","0","32.42","-91.17","0.2","100.0"
"1973-01-20","17:45:00","LA","3","2","0","0","32.0","-93.45","7.7","100.0"
"1973-03-24","09:55:00","LA","4","1","0","0","30.6","-92.33","7.4","50.0"
"1973-03-24","18:30:00","LA","5","1","0","0","30.3","-90.6","1.0","50.0"
"1973-04-17","02:30:00","LA","6","1","0","0","31.08","-92.08","1.0","220.0"
"1973-04-17","07:32:00","LA","7","3","1","0","30.17","-93.67","0.5","10.0"
"1973-04-17","09:30:00","LA","8","3","0","0","30.25","-93.17","0.5","10.0"
"1973-04-17","17:00:00","LA","9","1","0","0","30.0","-92.25","0.3","50.0"
"1973-04-26","04:30:00","LA","10","3","0","0","30.5","-91.08","0.3","70.0"
"1973-05-07","01:50:00","LA","11","2","2","0","32.83","-93.33","0.5","27.0"
"1973-05-24","16:00:00","LA","12","0","0","0","30.0","-90.17","0.1","27.0"
"1973-06-07","14:45:00","LA","13","0","0","0","30.67","-91.17","0.1","10.0"
"1973-06-20","15:10:00","LA","14","0","0","0","30.33","-93.58","0.2","23.0"
"1973-07-23","11:12:00","LA","15","0","0","0","29.73","-92.35","1.0","10.0"
"1973-09-04","16:15:00","LA","16","1","0","0","32.07","-91.7","5.4","100.0"
"1973-09-05","15:00:00","LA","17","2","4","0","31.52","-91.25","27.8","100.0"
"1973-09-11","13:30:00","LA","18","0","0","0","30.43","-92.45","8.5","50.0"
"1973-09-12","16:15:00","LA","19","1","4","0","29.9","-92.0","4.9","50.0"
"1973-09-12","19:30:00","LA","20","2","3","0","29.83","-91.08","6.2","50.0"
"1973-10-31","03:00:00","LA","21","1","0","0","30.0","-92.2","2.0","50.0"
"1973-11-20","11:25:00","LA","22","1","1","0","30.72","-93.38","51.0","100.0"
"1973-11-20","13:35:00","LA","24","1","0","0","32.92","-91.83","1.0","200.0"
"1973-11-20","15:00:00","LA","23","0","0","0","31.58","-91.67","1.5","100.0"
"1973-11-24","20:50:00","LA","25","0","0","0","32.75","-91.92","0.3","50.0"
"1973-11-27","12:28:00","LA","26","0","0","0","31.83","-91.42","2.0","60.0"
"1973-11-27","13:00:00","LA","27","0","0","0","31.5","-93.5","0.1","10.0"
"1973-12-03","21:15:00","LA","28","2","5","0","30.83","-93.28","1.5","100.0"
"1973-12-03","23:45:00","LA","29","2","23","0","32.48","-91.75","36.1","50.0"
"1973-12-04","01:10:00","LA","30","2","3","0","30.47","-91.17","42.7","80.0"
"1974-01-19","18:00:00","LA","1","1","0","0","29.77","-90.83","2.0","27.0"
"1974-01-19","18:00:00","LA","2","2","0","0","29.95","-91.03","0.3","27.0"
"1974-02-06","22:23:00","LA","3","0","0","0","30.4","-90.33","0.3","10.0"
"1974-02-14","17:50:00","LA","4","1","0","0","32.15","-91.7","1.0","33.0"
"1974-02-18","19:00:00","LA","5","1","0","0","31.75","-93.12","3.6","23.0"
"1974-02-18","21:00:00","LA","6","2","0","0","30.97","-91.98","0.5","23.0"
"1974-02-21","08:50:00","LA","7","1","0","0","30.63","-92.4","0.2","10.0"
"1974-02-21","15:14:00","LA","8","1","0","0","30.88","-90.92","5.7","17.0"
"1974-02-21","15:30:00","LA","9","1","0","0","30.02","-90.23","1.0","13.0"
"1974-03-20","20:00:00","LA","10","3","5","1","31.58","-93.83","76.0","200.0"
"1974-03-20","20:15:00","LA","11","3","18","0","31.58","-93.83","25.8","77.0"
"1974-03-20","22:30:00","LA","12","1","0","0","30.68","-92.27","0.8","17.0"
"1974-03-21","00:05:00","LA","13","0","0","0","30.45","-91.22","0.1","10.0"
"1974-03-26","12:37:00","LA","14","1","2","0","29.7","-91.3","1.0","27.0"
"1974-03-28","20:20:00","LA","15","1","4","0","32.43","-92.57","39.0","10.0"
"1974-03-28","20:55:00","LA","16","1","3","0","32.5","-91.85","37.8","10.0"
"1974-04-01","18:20:00","LA","17","0","0","0","32.33","-91.2","0.1","10.0"
"1974-04-12","01:45:00","LA","18","1","3","0","31.3","-92.58","5.6","150.0"
"1974-04-12","21:05:00","LA","19","0","0","0","30.5","-90.47","0.1","10.0"
"1974-04-12","21:30:00","LA","20","0","2","0","29.98","-91.07","4.5","17.0"
"1974-05-10","19:55:00","LA","21","1","0","0","30.83","-93.32","2.0","33.0"
"1974-05-26","19:30:00","LA","22","0","0","0","30.42","-93.2","0.1","10.0"
"1974-05-31","10:12:00","LA","23","1","3","0","30.03","-93.12","18.7","27.0"
"1974-05-31","10:30:00","LA","24","2","0","0","30.2","-93.4","5.1","50.0"
"1974-05-31","13:25:00","LA","25","1","0","0","32.53","-91.35","12.8","33.0"
"1974-06-07","14:10:00","LA","26","0","0","0","32.53","-93.42","0.1","10.0"
"1974-06-07","14:30:00","LA","27","0","0","0","32.93","-91.98","0.1","10.0"
"1974-06-07","16:30:00","LA","28","1","0","0","32.5","-92.13","0.1","10.0"
"1974-06-07","18:10:00","LA","29","2","0","0","31.8","-91.83","6.5","40.0"
"1974-06-07","20:30:00","LA","30","2","0","0","32.25","-91.57","1.0","33.0"
"1974-06-09","10:05:00","LA","31","2","0","0","32.9","-93.45","4.5","100.0"
"1974-06-13","16:30:00","LA","32","1","0","0","30.53","-92.13","0.1","10.0"
"1974-06-15","23:00:00","LA","33","0","0","0","32.53","-92.03","0.1","10.0"
"1974-06-17","14:15:00","LA","34","1","0","0","32.37","-93.08","0.1","10.0"
"1974-06-23","11:00:00","LA","35","0","0","0","30.07","-90.48","0.1","10.0"
"1974-06-23","16:00:00","LA","36","0","0","0","30.95","-91.97","0.1","10.0"
"1974-07-03","16:00:00","LA","37","1","0","0","30.7","-91.6","0.2","23.0"
"1974-07-14","17:10:00","LA","38","1","0","0","32.87","-93.73","0.1","10.0"
"1974-07-16","16:45:00","LA","39","1","0","0","30.15","-93.58","0.8","27.0"
"1974-07-23","19:00:00","LA","40","1","0","0","29.72","-90.63","0.8","17.0"
"1974-08-03","17:30:00","LA","41","0","1","0","30.9","-93.1","0.2","23.0"
"1974-08-04","13:50:00","LA","42","1","0","0","30.32","-89.93","0.7","33.0"
"1974-08-18","16:05:00","LA","43","1","0","0","31.62","-92.78","25.6","500.0"
"1974-09-08","04:10:00","LA","44","1","0","0","29.8","-91.52","0.1","10.0"
"1974-09-08","09:00:00","LA","45","1","1","0","29.97","-92.13","0.1","10.0"
"1974-10-28","15:38:00","LA","46","1","0","0","32.63","-93.27","0.1","17.0"
"1974-10-28","19:30:00","LA","47","2","12","0","31.15","-93.27","0.2","100.0"
"1974-10-28","20:45:00","LA","48","2","0","0","29.77","-93.47","9.7","50.0"
"1974-10-28","23:00:00","LA","49","2","16","0","31.6","-91.7","8.4","27.0"
"1974-10-29","00:18:00","LA","50","2","0","0","30.03","-90.25","0.2","20.0"
"1974-10-29","00:45:00","LA","51","3","52","2","30.1","-92.68","31.3","200.0"
"1974-10-29","03:00:00","LA","52","1","3","0","30.48","-91.98","6.2","37.0"
"1974-10-29","04:25:00","LA","53","3","1","0","30.18","-92.07","7.3","167.0"
"1974-10-29","05:00:00","LA","54","1","0","0","30.7","-91.42","5.2","50.0"
"1974-11-20","04:30:00","LA","55","2","0","0","30.63","-90.18","7.1","33.0"
"1975-01-07","15:32:00","LA","1","1","1","0","29.75","-92.4","0.5","10.0"
"1975-01-07","19:30:00","LA","2","0","0","0","30.3","-91.98","0.1","10.0"
"1975-01-09","22:40:00","LA","3","2","6","0","32.45","-91.3","18.0","50.0"
"1975-01-10","05:25:00","LA","4","1","0","0","30.18","-93.58","0.5","27.0"
"1975-01-10","06:30:00","LA","5","1","0","0","31.48","-92.3","0.1","10.0"
"1975-01-10","07:15:00","LA","6","1","0","0","30.22","-92.65","7.6","33.0"
"1975-01-10","07:15:00","LA","7","1","1","0","32.87","-91.38","0.5","27.0"
"1975-01-10","07:35:00","LA","8","1","8","1","30.17","-92.58","13.5","37.0"
"1975-01-10","08:00:00","LA","9","1","5","0","30.52","-92.18","1.0","33.0"
"1975-01-19","18:10:00","LA","10","0","0","0","30.83","-91.22","0.1","10.0"
"1975-02-01","15:10:00","LA","11","1","0","0","31.67","-92.9","0.5","27.0"
"1975-02-01","15:25:00","LA","12","0","0","0","31.53","-92.92","0.2","17.0"
"1975-02-16","15:56:00","LA","13","1","2","0","30.87","-91.68","0.5","33.0"
"1975-02-21","19:00:00","LA","14","1","2","0","29.92","-90.17","0.3","33.0"
"1975-03-18","04:18:00","LA","15","2","2","0","30.03","-91.93","4.1","50.0"
"1975-03-23","18:50:00","LA","16","1","0","0","32.6","-91.63","0.5","33.0"
"1975-03-23","19:30:00","LA","17","2","0","0","32.68","-91.2","0.1","50.0"
"1975-03-28","16:53:00","LA","18","1","0","0","32.88","-93.12","3.6","50.0"
"1975-04-29","16:47:00","LA","19","1","0","0","32.42","-92.15","17.2","33.0"
"1975-04-29","17:20:00","LA","20","1","0","0","32.67","-91.75","0.5","33.0"
"1975-04-29","22:30:00","LA","21","2","8","2","30.93","-93.18","14.8","50.0"
"1975-04-29","23:30:00","LA","22","2","3","0","31.15","-92.5","2.0","50.0"
"1975-04-30","00:01:00","LA","23","2","3","0","32.47","-91.65","5.1","50.0"
"1975-04-30","00:05:00","LA","24","2","0","0","32.5","-91.58","0.1","50.0"
"1975-04-30","00:05:00","LA","25","2","5","0","32.0","-91.9","43.3","77.0"
"1975-04-30","00:30:00","LA","26","2","0","0","32.83","-91.18","0.5","27.0"
"1975-04-30","09:30:00","LA","27","1","0","0","30.46","-91.09","0.3","50.0"
"1975-04-30","13:45:00","LA","28","1","0","0","30.07","-92.82","0.1","10.0"
"1975-04-30","13:45:00","LA","29","1","0","0","29.77","-93.6","0.1","10.0"
"1975-04-30","14:30:00","LA","30","1","0","0","30.23","-93.37","0.5","27.0"
"1975-04-30","15:25:00","LA","31","1","1","0","30.13","-92.5","1.0","27.0"
"1975-04-30","15:25:00","LA","32","1","0","0","30.2","-91.98","0.1","10.0"
"1975-04-30","15:25:00","LA","33","1","3","0","30.9","-92.4","0.5","50.0"
"1975-04-30","15:30:00","LA","34","1","2","0","30.17","-91.97","0.5","50.0"
"1975-04-30","16:00:00","LA","35","2","1","0","30.03","-91.88","7.1","50.0"
"1975-05-02","15:00:00","LA","36","1","0","0","30.68","-92.27","0.1","27.0"
"1975-05-06","00:05:00","LA","37","2","2","0","32.67","-91.47","5.6","33.0"
"1975-05-07","22:00:00","LA","38","2","0","0","31.33","-93.67","0.1","10.0"
"1975-05-08","00:05:00","LA","39","2","2","0","30.23","-92.82","1.0","100.0"
"1975-05-08","00:15:00","LA","40","1","1","0","32.03","-93.72","0.7","33.0"
"1975-05-08","01:00:00","LA","41","2","0","0","30.17","-92.48","0.5","50.0"
"1975-05-08","01:30:00","LA","42","1","2","0","30.23","-92.18","0.5","50.0"
"1975-05-08","01:30:00","LA","43","2","0","0","30.42","-91.18","6.2","50.0"
"1975-05-08","02:00:00","LA","44","2","0","0","30.75","-90.75","0.1","10.0"
"1975-05-09","16:30:00","LA","45","1","0","0","30.23","-92.27","0.1","10.0"
"1975-05-09","17:10:00","LA","46","2","0","0","30.22","-92.37","11.1","50.0"
"1975-05-09","17:30:00","LA","47","2","0","0","30.43","-92.3","2.0","27.0"
"1975-06-09","12:50:00","LA","48","1","0","0","32.08","-91.63","0.5","33.0"
"1975-06-10","06:15:00","LA","49","2","0","0","32.2","-91.57","2.0","50.0"
"1975-06-10","06:25:00","LA","50","2","0","0","32.43","-91.4","4.1","33.0"
"1975-06-15","04:00:00","LA","51","1","0","0","32.92","-91.67","0.2","33.0"
"1975-07-17","10:05:00","LA","52","0","0","0","30.03","-90.18","0.1","10.0"
"1975-08-05","12:59:00","LA","53","0","0","0","30.52","-92.05","0.1","10.0"
"1975-08-05","12:59:00","LA","54","0","0","0","30.52","-92.05","0.1","10.0"
"1976-01-25","11:30:00","LA","1","1","1","0","31.08","-93.35","0.1","10.0"
"1976-01-25","12:03:00","LA","2","1","0","0","31.37","-91.82","0.1","10.0"
"1976-01-25","17:50:00","LA","3","2","7","0","30.1","-91.0","1.1","33.0"
"1976-02-17","17:05:00","LA","4","2","3","0","31.92","-93.92","14.2","50.0"
"1976-02-21","09:10:00","LA","5","1","0","0","30.42","-90.4","4.1","100.0"
"1976-03-20","18:15:00","LA","7","3","32","0","32.98","-91.32","4.6","50.0"
"1976-03-20","18:15:00","LA","7","3","32","0","32.98","-91.32","2.3","50.0"
"1976-03-20","18:15:00","LA","6","2","0","0","32.48","-91.85","17.0","67.0"
"1976-03-20","18:35:00","LA","8","1","0","0","32.87","-91.38","0.1","10.0"
"1976-03-24","18:00:00","LA","9","2","0","0","30.43","-92.7","0.5","27.0"
"1976-03-30","14:00:00","LA","10","2","0","0","31.32","-93.4","35.9","50.0"
"1976-03-30","14:45:00","LA","11","2","3","0","31.27","-93.35","42.1","77.0"
"1976-04-20","20:11:00","LA","12","1","27","1","31.73","-93.08","0.4","60.0"
"1976-05-27","08:10:00","LA","13","0","0","0","29.92","-93.18","0.1","10.0"
"1976-07-21","14:30:00","LA","14","1","0","0","30.43","-92.4","0.2","27.0"
"1977-03-03","12:30:00","LA","1","0","0","0","32.43","-92.73","0.1","10.0"
"1977-03-03","12:30:00","LA","2","1","0","0","32.53","-92.63","34.1","100.0"
"1977-03-03","13:00:00","LA","3","1","0","0","32.77","-92.4","31.6","10.0"
"1977-03-03","14:00:00","LA","4","1","0","0","32.95","-91.9","38.0","10.0"
"1977-03-03","14:11:00","LA","5","1","0","0","32.13","-92.05","6.8","77.0"
"1977-03-11","16:25:00","LA","6","1","0","0","32.45","-91.97","0.1","10.0"
"1977-03-11","16:55:00","LA","7","1","0","0","32.68","-91.87","6.2","150.0"
"1977-03-28","01:00:00","LA","8","2","0","0","32.1","-92.53","6.1","10.0"
"1977-03-28","02:20:00","LA","9","1","3","0","30.37","-91.88","0.1","10.0"
"1977-03-28","02:45:00","LA","10","1","1","0","30.55","-91.95","0.1","10.0"
"1977-03-28","03:00:00","LA","11","2","1","0","30.2","-92.18","12.0","100.0"
"1977-04-19","16:00:00","LA","12","1","0","0","31.0","-92.3","1.0","50.0"
"1977-04-20","19:00:00","LA","13","2","1","0","30.42","-90.98","0.2","67.0"
"1977-04-21","05:15:00","LA","14","3","11","1","30.3","-91.95","3.8","440.0"
"1977-05-01","15:45:00","LA","15","1","0","0","32.55","-92.92","1.5","50.0"
"1977-05-01","16:30:00","LA","16","1","0","0","30.8","-92.43","3.3","50.0"
"1977-05-02","17:30:00","LA","17","0","0","0","30.4","-90.95","0.1","23.0"
"1977-05-25","16:00:00","LA","18","0","0","0","30.18","-93.58","0.1","17.0"
"1977-05-31","19:30:00","LA","19","0","0","0","30.72","-89.8","0.1","17.0"
"1977-06-06","15:40:00","LA","20","1","0","0","30.22","-92.15","23.1","50.0"
"1977-06-06","16:15:00","LA","21","0","0","0","30.07","-92.38","0.1","17.0"
"1977-07-20","14:00:00","LA","22","0","0","0","29.7","-91.08","0.1","10.0"
"1977-07-29","11:45:00","LA","23","1","3","0","30.0","-90.18","4.6","100.0"
"1977-09-05","17:00:00","LA","24","1","0","0","30.48","-90.87","0.2","23.0"
"1977-09-05","17:15:00","LA","25","1","1","0","30.47","-90.45","0.1","50.0"
"1977-09-05","17:30:00","LA","26","0","0","0","30.7","-91.15","0.1","17.0"
"1977-09-05","19:15:00","LA","27","2","1","0","30.42","-90.43","1.7","70.0"
"1977-09-05","20:10:00","LA","28","1","0","0","30.5","-90.47","0.1","23.0"
"1977-09-05","23:30:00","LA","29","1","1","0","30.68","-89.88","2.5","23.0"
"1977-09-08","14:45:00","LA","30","0","0","0","30.55","-90.4","0.1","17.0"
"1977-09-14","00:10:00","LA","31","2","0","0","29.95","-91.92","0.2","27.0"
"1977-09-19","10:50:00","LA","32","0","0","0","30.07","-93.17","0.1","10.0"
"1977-10-08","15:55:00","LA","33","1","0","0","32.28","-92.72","0.2","27.0"
"1977-11-01","19:30:00","LA","34","1","0","0","29.4","-90.7","0.1","13.0"
"1977-11-08","16:50:00","LA","35","2","1","0","30.0","-92.52","1.0","27.0"
"1977-11-08","20:40:00","LA","36","1","2","0","29.4","-90.78","0.1","17.0"
"1977-11-21","14:00:00","LA","37","0","0","0","29.78","-91.43","0.1","10.0"
"1977-11-27","16:30:00","LA","38","0","0","0","30.03","-92.52","0.1","10.0"
"1977-11-29","15:15:00","LA","39","1","1","0","29.8","-93.12","0.1","17.0"
"1977-11-29","20:00:00","LA","40","2","2","0","30.5","-90.57","1.0","50.0"
"1977-11-30","09:30:00","LA","41","0","0","0","29.78","-93.13","0.2","17.0"
"1977-12-13","17:00:00","LA","42","1","0","0","30.68","-90.0","0.5","27.0"
"1978-01-07","17:20:00","LA","1","1","0","0","32.42","-93.8","0.1","77.0"
"1978-02-12","18:20:00","LA","2","1","0","0","29.8","-93.37","0.1","50.0"
"1978-02-12","22:00:00","LA","3","1","1","0","30.02","-90.22","1.8","50.0"
"1978-04-17","18:49:00","LA","4","2","14","0","32.45","-93.82","5.4","100.0"
"1978-05-07","00:20:00","LA","5","2","0","0","32.82","-93.42","44.9","10.0"
"1978-05-07","00:55:00","LA","6","1","0","0","32.77","-92.23","0.1","10.0"
"1978-05-07","01:40:00","LA","7","1","0","0","32.43","-93.35","4.9","10.0"
"1978-05-07","04:10:00","LA","8","1","0","0","32.42","-92.08","0.1","10.0"
"1978-05-07","04:10:00","LA","9","2","4","0","32.6","-91.48","19.7","10.0"
"1978-05-07","12:05:00","LA","10","1","0","0","30.17","-92.0","0.1","10.0"
"1978-05-12","00:35:00","LA","11","1","0","0","32.4","-93.73","4.0","53.0"
"1978-06-29","17:30:00","LA","12","0","0","0","32.0","-91.73","0.1","27.0"
"1978-07-15","15:30:00","LA","13","2","0","0","32.25","-93.7","0.7","50.0"
"1978-08-28","22:15:00","LA","14","0","0","0","30.85","-93.28","0.1","10.0"
"1978-09-03","14:50:00","LA","15","0","0","0","29.82","-93.1","0.1","10.0"
"1978-09-14","05:45:00","LA","16","1","2","0","31.17","-93.53","5.7","10.0"
"1978-11-26","09:30:00","LA","17","1","0","0","31.9","-93.9","0.8","77.0"
"1978-11-26","11:00:00","LA","18","1","0","0","30.95","-93.32","0.5","27.0"
"1978-12-03","01:50:00","LA","19","4","266","2","32.5","-93.75","6.2","400.0"
"1978-12-03","02:30:00","LA","20","3","0","0","32.7","-93.55","61.1","10.0"
"1978-12-03","03:38:00","LA","21","3","4","2","32.47","-93.3","60.0","300.0"
"1978-12-03","03:38:00","LA","21","3","4","2","32.47","-93.3","56.2","300.0"
"1978-12-07","17:20:00","LA","22","1","0","0","32.12","-92.57","0.1","10.0"
"1979-03-02","20:00:00","LA","1","1","0","0","30.4","-90.98","0.1","10.0"
"1979-03-31","04:00:00","LA","2","1","0","0","32.78","-91.9","0.1","10.0"
"1979-04-08","21:00:00","LA","3","0","2","0","32.37","-92.8","0.1","10.0"
"1979-04-11","15:00:00","LA","4","1","0","0","32.78","-93.08","2.0","100.0"
"1979-04-21","03:10:00","LA","5","1","2","0","29.88","-91.93","5.7","10.0"
"1979-06-30","09:00:00","LA","6","1","1","0","31.33","-91.58","9.8","200.0"
"1979-09-19","15:00:00","LA","7","0","0","0","29.88","-93.0","0.1","10.0"
"1979-10-22","09:15:00","LA","8","2","11","0","30.23","-93.37","1.0","500.0"
"1979-10-22","09:30:00","LA","9","2","6","0","29.77","-93.48","1.0","550.0"
"1980-03-17","13:00:00","LA","1","0","0","0","29.17","-91.1","2.0","33.0"
"1980-03-20","14:00:00","LA","2","1","0","0","32.75","-91.4","18.0","33.0"
"1980-04-11","15:30:00","LA","3","2","0","0","32.33","-93.92","1.0","10.0"
"1980-04-11","15:40:00","LA","4","0","0","0","32.42","-93.9","0.2","40.0"
"1980-04-13","05:50:00","LA","5","0","0","0","30.48","-90.18","0.1","10.0"
"1980-04-13","06:00:00","LA","6","2","2","0","29.95","-90.48","3.6","10.0"
"1980-05-08","17:00:00","LA","7","1","0","0","29.65","-90.53","0.5","10.0"
"1980-05-15","17:00:00","LA","8","1","2","1","32.03","-91.88","0.5","10.0"
"1980-05-15","23:45:00","LA","9","1","0","0","32.0","-92.67","0.5","10.0"
"1980-05-16","03:45:00","LA","10","1","1","1","30.62","-91.48","1.0","10.0"
"1980-05-19","15:00:00","LA","11","1","2","0","30.05","-90.55","1.0","10.0"
"1980-08-26","18:30:00","LA","12","1","0","0","30.2","-93.02","12.5","50.0"
"1980-10-17","13:30:00","LA","13","2","0","0","32.92","-91.45","2.0","10.0"
"1980-10-18","08:00:00","LA","14","2","4","0","30.32","-92.05","0.1","10.0"
"1980-10-27","10:50:00","LA","15","3","0","0","31.83","-93.5","5.6","500.0"
"1980-10-27","19:00:00","LA","16","1","0","0","30.82","-92.08","0.1","10.0"
"1981-04-30","17:00:00","LA","1","0","0","0","30.07","-90.57","0.1","10.0"
"1981-05-09","20:05:00","LA","2","1","0","0","30.18","-92.37","0.1","120.0"
"1981-05-09","21:00:00","LA","3","1","0","0","29.98","-91.83","0.1","70.0"
"1981-05-16","17:30:00","LA","4","1","0","0","32.82","-92.65","20.1","50.0"
"1981-05-16","17:30:00","LA","5","1","0","0","32.77","-92.4","24.5","50.0"
"1981-05-25","20:00:00","LA","6","1","0","0","30.8","-91.22","1.0","50.0"
"1981-06-03","12:05:00","LA","7","2","0","0","31.63","-91.57","0.5","30.0"
"1981-06-05","05:40:00","LA","8","0","0","0","31.4","-92.88","0.1","10.0"
"1981-06-05","11:03:00","LA","9","2","0","0","29.77","-93.68","0.1","17.0"
"1981-06-05","11:20:00","LA","10","2","0","0","31.1","-92.4","0.1","33.0"
"1981-06-05","11:20:00","LA","11","2","0","0","31.27","-92.45","0.1","23.0"
"1981-06-05","11:30:00","LA","12","3","10","0","31.3","-92.47","4.3","40.0"
"1981-06-05","20:30:00","LA","13","1","0","0","30.82","-91.33","0.1","10.0"
"1981-06-10","19:00:00","LA","14","2","0","0","32.42","-91.2","0.1","10.0"
"1981-06-22","13:45:00","LA","15","2","0","0","29.95","-90.05","2.3","20.0"
"1981-06-23","09:45:00","LA","16","0","0","0","29.77","-92.98","0.1","10.0"
"1981-06-23","15:00:00","LA","17","0","0","0","32.08","-91.25","0.1","17.0"
"1981-07-10","16:15:00","LA","18","1","0","0","30.5","-90.8","0.5","400.0"
"1981-07-23","17:00:00","LA","19","1","0","0","29.9","-91.17","0.5","20.0"
"1981-08-11","14:45:00","LA","20","1","2","0","29.57","-90.4","0.1","10.0"
"1981-09-03","14:20:00","LA","21","0","0","0","29.98","-90.23","0.1","10.0"
"1982-01-30","23:00:00","LA","1","2","1","0","29.98","-91.07","3.0","10.0"
"1982-03-31","00:45:00","LA","2","1","0","0","30.97","-90.1","12.0","10.0"
"1982-04-02","20:15:00","LA","3","1","0","0","32.95","-92.72","5.0","50.0"
"1982-04-08","14:40:00","LA","4","1","0","0","32.55","-91.18","0.1","50.0"
"1982-04-19","15:20:00","LA","5","1","0","0","32.53","-93.07","0.1","27.0"
"1982-04-19","15:30:00","LA","6","2","0","0","32.55","-92.75","15.0","100.0"
"1982-04-19","16:55:00","LA","7","0","0","0","32.57","-93.52","0.1","10.0"
"1982-04-19","17:00:00","LA","8","2","0","0","32.42","-91.27","5.0","100.0"
"1982-04-19","17:10:00","LA","9","0","0","0","32.52","-92.32","0.1","10.0"
"1982-04-19","17:55:00","LA","10","1","0","0","31.97","-93.37","0.1","10.0"
"1982-04-19","18:00:00","LA","11","0","0","0","32.5","-93.0","0.1","10.0"
"1982-04-19","21:15:00","LA","12","0","0","0","32.28","-93.78","0.1","10.0"
"1982-04-20","05:45:00","LA","13","2","0","0","31.97","-93.35","0.1","10.0"
"1982-04-25","20:15:00","LA","14","3","0","0","32.22","-94.03","7.0","200.0"
"1982-04-25","20:15:00","LA","15","3","0","0","32.22","-94.03","7.0","200.0"
"1982-04-25","21:45:00","LA","16","3","1","0","32.63","-93.38","23.0","500.0"
"1982-05-06","08:30:00","LA","17","1","0","0","29.82","-93.42","1.0","50.0"
"1982-05-07","05:25:00","LA","18","2","0","0","29.78","-92.13","5.0","100.0"
"1982-05-24","10:00:00","LA","19","0","0","0","30.48","-93.42","0.5","20.0"
"1982-06-12","12:30:00","LA","20","1","0","0","31.28","-92.47","5.0","200.0"
"1982-06-12","13:00:00","LA","21","1","0","0","30.47","-93.52","0.2","10.0"
"1982-07-07","15:05:00","LA","22","1","0","0","29.87","-91.57","0.1","10.0"
"1982-07-08","14:30:00","LA","24","1","0","0","30.9","-91.4","2.0","50.0"
"1982-07-08","15:00:00","LA","23","1","0","0","29.88","-91.52","1.0","10.0"
"1982-07-09","15:00:00","LA","25","0","0","0","29.6","-90.72","0.1","50.0"
"1982-07-29","18:20:00","LA","26","0","0","0","30.08","-90.33","0.1","10.0"
"1982-09-11","21:00:00","LA","27","2","0","0","30.23","-92.75","1.0","150.0"
"1982-09-11","21:30:00","LA","28","2","0","0","31.07","-91.97","0.8","100.0"
"1982-09-11","22:00:00","LA","29","2","0","0","30.72","-92.37","2.5","150.0"
"1982-09-12","00:45:00","LA","30","3","0","0","31.72","-91.53","2.0","133.0"
"1982-09-12","00:50:00","LA","31","0","0","0","31.33","-91.97","0.5","10.0"
"1982-10-07","17:43:00","LA","32","0","0","0","30.38","-89.75","0.1","10.0"
